,week,indexP
200,10/19/15,1.357304298
201,10/26/15,1.276660391
202,11/2/15,1.418480309
203,11/9/15,1.341138028
204,11/16/15,1.182124633
205,11/23/15,1.026030003
206,11/30/15,1.426611398
207,12/7/15,1.289422946
208,12/14/15,1.251092579
209,12/21/15,1.211078723
210,12/28/15,1.030036725
211,1/4/16,0.95591944
212,1/11/16,0.83506075
213,1/18/16,0.959601535
214,1/25/16,0.980255477
215,2/1/16,0.853563383
216,2/8/16,1.013009349
217,2/15/16,1.007299194
218,2/22/16,1.023460836
219,2/29/16,1.113173245
220,3/7/16,0.800253605
221,3/14/16,1.110254854
222,3/21/16,1.163176233
223,3/28/16,1.130102957
224,4/4/16,1.191148917
225,4/11/16,1.093591542
226,4/18/16,1.201821754
227,4/25/16,1.361822905
228,5/2/16,1.392456458
229,5/9/16,1.323575169
230,5/16/16,1.285696639
231,5/23/16,1.420161123
232,5/30/16,1.491659202
233,6/6/16,1.296747572
234,6/13/16,1.163739619
235,6/20/16,1.249044977
236,6/27/16,1.311174954
237,7/4/16,1.220116445
238,7/11/16,1.20153775
239,7/18/16,1.316908809
240,7/25/16,1.45607194
241,8/1/16,1.463267152
242,8/8/16,1.329844724
243,8/15/16,1.192325383
244,8/22/16,1.500028233
245,8/29/16,1.284419446
246,9/5/16,1.324448565
247,9/12/16,1.15159806
248,9/19/16,1.304499001
249,9/26/16,1.44507329
250,10/3/16,1.552048925
251,10/10/16,1.523975844
252,10/17/16,1.619714854
253,10/24/16,1.567387354
254,10/31/16,1.548917087
255,11/7/16,1.61295397
256,11/14/16,1.433708941
257,11/21/16,1.218013211
258,11/28/16,1.360251657
259,12/5/16,1.205470855
260,12/12/16,1.242758004
261,12/19/16,1.101679506
262,12/26/16,1.12459642
263,1/2/17,1.01884894
264,1/9/17,0.760817957
265,1/16/17,0.630314494
266,1/23/17,0.763724195
267,1/30/17,0.977851522
268,2/6/17,1.029748682
269,2/13/17,0.956420765
270,2/20/17,0.9103935
271,2/27/17,1.020440749
272,3/6/17,0.947614599
273,3/13/17,1.148267498
274,3/20/17,1.272684413
275,3/27/17,1.085408715
276,4/3/17,1.107774545
277,4/10/17,0.993943194
278,4/17/17,1.129514687
279,4/24/17,1.477583041
280,5/1/17,1.294671824
281,5/8/17,1.124296166
282,5/15/17,1.402826736
283,5/22/17,1.184415035
284,5/29/17,1.201149183
285,6/5/17,1.148077333
286,6/12/17,1.293540122
287,6/19/17,1.34406697
288,6/26/17,1.332498953
289,7/3/17,1.276067141
290,7/10/17,1.371277836
291,7/17/17,1.33031856
292,7/24/17,1.20058795
293,7/31/17,1.332326446
294,8/7/17,1.346274636
295,8/14/17,1.377416711
296,8/21/17,1.32983016
297,8/28/17,1.328742437
298,9/4/17,1.379658143
299,9/11/17,1.435926631
300,9/18/17,1.485670069
301,9/25/17,1.312834371
302,10/2/17,1.413656101
303,10/9/17,1.441827923
304,10/16/17,1.365368778
305,10/23/17,1.293620131
306,10/30/17,1.466157893
307,11/6/17,1.570402531
308,11/13/17,1.511227022
309,11/20/17,1.293812397
310,11/27/17,1.173734137
311,12/4/17,1.133328546
312,12/11/17,0.969420513
313,12/18/17,0.976572625
314,12/25/17,1.135581246
315,1/1/18,1.21465189
316,1/8/18,1.139985704
317,1/15/18,1.087202927
318,1/22/18,1.053853092
319,1/29/18,0.846510045
320,2/5/18,0.996980237
321,2/12/18,0.844384768
322,2/19/18,0.80507268
323,2/26/18,0.725871336
324,3/5/18,0.863325248
325,3/12/18,1.01075862
326,3/19/18,0.897031164
327,3/26/18,0.747067387
