"","week","indexP"
"1","2011-12-26",1.47694736450073
"2","2012-01-02",1.08431529093887
"3","2012-01-09",1.08870558492408
"4","2012-01-16",0.945241825727768
"5","2012-01-23",1.01107140427988
"6","2012-01-30",1.11805174513622
"7","2012-02-06",1.32574370246022
"8","2012-02-13",0.934742920809141
"9","2012-02-20",1.17172761717207
"10","2012-02-27",1.31116887049424
"11","2012-03-05",1.15741065015578
"12","2012-03-12",1.1309697480653
"13","2012-03-19",1.24916199436383
"14","2012-03-26",1.62964289659756
"15","2012-04-02",1.61892540966703
"16","2012-04-09",1.36666083248504
"17","2012-04-16",1.10061581830419
"18","2012-04-23",1.9859897607174
"19","2012-04-30",1.59232157912523
"20","2012-05-07",1.76365478150991
"21","2012-05-14",1.84867391263995
"22","2012-05-21",1.74314563530611
"23","2012-05-28",1.97149077611414
"24","2012-06-04",1.6776470140316
"25","2012-06-11",1.76096229762941
"26","2012-06-18",2.01365937699159
"27","2012-06-25",1.69906541681223
"28","2012-07-02",1.8752886304034
"29","2012-07-09",1.92438183420074
"30","2012-07-16",2.188339999824
"31","2012-07-23",1.65679406563003
"32","2012-07-30",1.54495899767239
"33","2012-08-06",1.68816670402878
"34","2012-08-13",1.45790089468073
"35","2012-08-20",1.48265086553492
"36","2012-08-27",1.49282468582312
"37","2012-09-03",1.45469750997852
"38","2012-09-10",1.24239293133712
"39","2012-09-17",1.04232099835029
"40","2012-09-24",1.4038847305049
"41","2012-10-01",1.42085691268427
"42","2012-10-08",1.48746654225294
"43","2012-10-15",1.61166470243745
"44","2012-10-22",1.68790913204099
"45","2012-10-29",1.56099731026881
"46","2012-11-05",1.54792094294531
"47","2012-11-12",1.61147485040193
"48","2012-11-19",1.4997084425911
"49","2012-11-26",1.50186482507601
"50","2012-12-03",1.17482564569678
"51","2012-12-10",1.26300172659411
"52","2012-12-17",1.17600257615569
"53","2012-12-24",1.28751035087464
"54","2012-12-31",1.23839365191814
"55","2013-01-07",1.10490329693182
"56","2013-01-14",1.05760837903621
"57","2013-01-21",1.33481760535005
"58","2013-01-28",1.06369422213592
"59","2013-02-04",1.15630103144973
"60","2013-02-11",1.04056180750582
"61","2013-02-18",1.0797567434151
"62","2013-02-25",1.16760528677429
"63","2013-03-04",0.661725222594138
"64","2013-03-11",0.780906340417366
"65","2013-03-18",1.3472370559297
"66","2013-03-25",1.14076498980607
"67","2013-04-01",1.47867395549959
"68","2013-04-08",1.46254669182178
"69","2013-04-15",1.24066122504858
"70","2013-04-22",1.08384142669564
"71","2013-04-29",1.38002216162646
"72","2013-05-06",1.52357942817842
"73","2013-05-13",1.44421204771688
"74","2013-05-20",1.64313316024806
"75","2013-05-27",2.04815857132915
"76","2013-06-03",1.83277835307641
"77","2013-06-10",2.29566856348688
"78","2013-06-17",1.33109463743399
"79","2013-06-24",1.48770502126252
"80","2013-07-01",1.38840454515753
"81","2013-07-08",1.3471892493553
"82","2013-07-15",1.2587233722925
"83","2013-07-22",1.27692228369466
"84","2013-07-29",1.20168396078288
"85","2013-08-05",1.25843742287182
"86","2013-08-12",1.31717948872669
"87","2013-08-19",1.425326443456
"88","2013-08-26",1.36222707322674
"89","2013-09-02",1.43685927915925
"90","2013-09-09",1.29939349489328
"91","2013-09-16",1.18820460572485
"92","2013-09-23",1.08672944609197
"93","2013-09-30",1.33671061426131
"94","2013-10-07",1.24429826584417
"95","2013-10-14",1.20244633729886
"96","2013-10-21",1.34613848948307
"97","2013-10-28",1.41477642511466
"98","2013-11-04",1.30787778963361
"99","2013-11-11",1.27960352483575
"100","2013-11-18",1.01819299973394
"101","2013-11-25",1.05063313603191
"102","2013-12-02",1.0983645898534
"103","2013-12-09",1.31014027048646
"104","2013-12-16",1.23927958894584
"105","2013-12-23",1.2331295841069
"106","2013-12-30",1.2259845110219
"107","2014-01-06",1.21028956720038
"108","2014-01-13",0.97321670217616
"109","2014-01-20",1.12345828420804
"110","2014-01-27",1.16817469336815
"111","2014-02-03",1.27007474580588
"112","2014-02-10",1.15307662653169
"113","2014-02-17",1.06318640846359
"114","2014-02-24",1.01971412702253
"115","2014-03-03",0.926947581255016
"116","2014-03-10",1.06025862418564
"117","2014-03-17",1.08264520913577
"118","2014-03-24",1.22638576408754
"119","2014-03-31",1.08579437704886
"120","2014-04-07",1.15538170952712
"121","2014-04-14",1.19020505263208
"122","2014-04-21",1.43037465451731
"123","2014-04-28",1.32244678648891
"124","2014-05-05",1.35789566339587
"125","2014-05-12",1.40588005178718
"126","2014-05-19",1.59635497678475
"127","2014-05-26",1.55443881842914
"128","2014-06-02",1.70867643455637
"129","2014-06-09",1.48698056076788
"130","2014-06-16",1.55752075663864
"131","2014-06-23",1.39962929654972
"132","2014-06-30",1.51245910704292
"133","2014-07-07",1.57813025915095
"134","2014-07-14",1.58059062221894
"135","2014-07-21",1.41005637993092
"136","2014-07-28",1.52263462527686
"137","2014-08-04",1.65369619804896
"138","2014-08-11",1.34183459476547
"139","2014-08-18",1.20882236386179
"140","2014-08-25",1.14172882612978
"141","2014-09-01",1.16022032862174
"142","2014-09-08",1.12551252157226
"143","2014-09-15",1.09944195547897
"144","2014-09-22",1.25707512103346
"145","2014-09-29",1.080922750791
"146","2014-10-06",1.08134368144397
"147","2014-10-13",1.1350381569116
"148","2014-10-20",1.08198084085122
"149","2014-10-27",1.23071131531774
"150","2014-11-03",1.08232406525229
"151","2014-11-10",1.14578691002918
"152","2014-11-17",1.12803898197635
"153","2014-11-24",1.03360509598383
"154","2014-12-01",1.016626287877
"155","2014-12-08",0.888419185711096
